134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,
160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,
186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,
134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,
160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,
186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,
134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,
160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,
186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,
134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,
160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,
186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,
134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,
160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,
186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,
134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,
160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,
186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,
134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,
160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,
186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,187,
134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,136,134,135,
160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161,162,160,161
</layer>
<layer name=obstacle>
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,115,116,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,116,117,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,141,142,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,142,143,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,167,168,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,168,169,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,193,194,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,194,195,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,132,0,0,0,0,132,132,132,132,132,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,132,0,0,0,132,0,0,0,0,0,132,132,0,0,0,132,0,0,0,0,0,0,0,132,132,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,132,0,0,0,132,132,0,0,0,0,132,132,0,0,132,132,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,132,0,0,0,0,132,0,0,0,0,132,132,0,0,132,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,132,0,0,0,0,132,0,0,0,0,132,132,132,0,132,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,132,132,132,132,132,0,0,0,0,132,132,0,0,132,132,0,132,132,132,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,132,0,0,0,0,0,132,0,132,132,0,0,132,132,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,132,0,0,0,0,0,132,132,0,0,0,0,132,0,0,0,0,0,0,132,132,0,0,132,132,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,132,0,132,132,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,132,132,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,11,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,13,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,37,38,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,38,39,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,63,64,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,64,65,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,89,90,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,90,91,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
</layer>
